sine-moredata,10,0.3758657818,0.2197363085
sine-moredata,10,0.9422247606,0.3901787273
sine-moredata,10,1.163404067,0.3784579747
sine-moredata,100,0.02105138233,0.01787190737
sine-moredata,100,0.02595837484,0.01930288625
sine-moredata,100,0.07391527066,0.02345657466
sine-moredata,500,0.01279357544,0.01692916557
sine-moredata,500,0.01740750203,0.01754702229
sine-moredata,500,0.01645181051,0.01706806228
sine-moredata,1000,0.007959817558,0.01690042484
sine-moredata,1000,0.007995103508,0.01668616524
sine-moredata,1000,0.007895170985,0.01659992944
sine-moredata,10000,0.004372145034,0.01653225506
sine-moredata,10000,0.003917192131,0.01658991264
sine-moredata,10000,0.003922114724,0.01651802351
