chebyshev_tuned,10,1.360501117,0.9082833755
chebyshev_tuned,10,1.360517568,0.9097368634
chebyshev_tuned,10,0.9255763111,0.492745575
chebyshev_tuned,100,0.6437351982,0.5186799509
chebyshev_tuned,100,0.8456443367,0.5349868352
chebyshev_tuned,100,0.6430243506,0.4944650857
chebyshev_tuned,1000,0.6414,0.4553
chebyshev_tuned,1000,0.6417,0.4674
chebyshev_tuned,1000,0.6424,0.4691
chebyshev_tuned,5000,0.5534698585,0.512752591
chebyshev_tuned,5000,0.5534698585,0.4813553979
chebyshev_tuned,5000,0.6315854931,0.5533434274
chebyshev_tuned,10000,0.5014407257,0.447850376
chebyshev_tuned,10000,0.548984672,0.4470468231
chebyshev_tuned,10000,0.5361018433,0.4445096538
